Id,SalePrice
1461,126453.28
1462,164515.69
1463,181695.66
1464,195795.28
1465,186032.11
1466,175877.05
1467,176532.73
1468,164173.55
1469,169164.94
1470,110056.0
1471,193063.31
1472,98035.5
1473,95752.086
1474,147774.6
1475,114424.42
1476,361909.2
1477,244664.56
1478,280692.84
1479,271376.88
1480,484137.47
1481,308510.47
1482,204107.12
1483,165070.14
1484,160402.75
1485,178816.64
1486,193176.4
1487,304456.53
1488,251085.77
1489,191661.38
1490,201323.31
1491,182421.6
1492,92250.89
1493,189728.58
1494,318535.7
1495,299566.9
1496,226325.4
1497,173472.8
1498,166669.23
1499,157421.1
1500,141555.88
1501,165717.17
1502,144436.08
1503,280751.47
1504,247114.56
1505,219196.25
1506,175334.11
1507,241063.94
1508,196068.83
1509,161145.61
1510,139887.75
1511,148550.61
1512,161057.58
1513,146029.14
1514,154859.64
1515,203881.47
1516,155958.47
1517,162965.88
1518,134208.5
1519,220973.39
1520,135527.11
1521,140882.22
1522,169805.34
1523,112068.586
1524,119534.87
1525,128102.23
1526,117341.08
1527,107115.414
1528,132897.55
1529,148581.48
1530,171630.25
1531,104819.96
1532,102196.49
1533,147165.2
1534,128220.42
1535,148260.19
1536,111311.48
1537,69598.64
1538,174857.03
1539,196677.11
1540,90241.87
1541,151464.33
1542,147418.05
1543,215696.7
1544,84219.9
1545,115737.336
1546,139442.22
1547,135441.33
1548,130944.5
1549,116872.91
1550,139762.14
1551,114524.2
1552,136184.52
1553,137621.98
1554,118154.63
1555,169775.7
1556,86196.65
1557,105355.43
1558,102902.5
1559,69987.28
1560,119832.08
1561,118818.37
1562,129623.26
1563,113856.86
1564,155936.31
1565,150822.6
1566,245481.38
1567,83407.016
1568,232681.23
1569,137467.45
1570,146982.17
1571,127409.22
1572,144261.95
1573,248739.61
1574,95351.68
1575,221220.52
1576,224274.11
1577,182314.27
1578,134940.42
1579,145998.52
1580,205066.69
1581,156714.22
1582,126310.94
1583,336387.47
1584,230375.86
1585,139626.92
1586,82031.016
1587,109720.24
1588,144379.89
1589,90145.875
1590,137650.19
1591,87435.31
1592,116493.664
1593,122425.23
1594,117973.234
1595,98144.195
1596,222529.88
1597,180681.52
1598,214917.67
1599,191152.3
1600,184098.67
1601,60473.188
1602,110928.39
1603,66337.55
1604,253769.22
1605,248597.56
1606,169019.34
1607,164744.45
1608,208170.9
1609,171575.42
1610,150630.4
1611,138536.64
1612,154873.08
1613,157998.34
1614,108126.984
1615,83306.13
1616,76526.98
1617,90950.43
1618,124742.734
1619,134389.34
1620,138138.88
1621,145169.36
1622,145847.11
1623,290291.25
1624,207059.34
1625,128195.72
1626,163889.0
1627,191103.97
1628,288717.5
1629,191182.38
1630,327303.38
1631,217498.14
1632,228769.75
1633,171576.08
1634,182831.9
1635,176852.9
1636,151044.27
1637,172940.9
1638,199225.42
1639,182129.7
1640,272147.94
1641,184904.34
1642,214398.95
1643,222075.33
1644,244400.33
1645,184418.83
1646,161142.08
1647,167752.64
1648,118162.18
1649,134911.22
1650,115243.04
1651,124403.32
1652,95846.09
1653,100943.09
1654,147404.27
1655,149368.86
1656,140890.28
1657,148690.62
1658,136105.83
1659,121537.27
1660,154208.25
1661,461871.6
1662,430003.25
1663,382253.72
1664,463835.88
1665,298365.16
1666,339739.44
1667,360095.88
1668,320746.62
1669,291975.16
1670,354444.47
1671,244106.11
1672,482468.03
1673,315172.2
1674,255300.44
1675,174341.69
1676,176261.22
1677,211375.94
1678,437023.97
1679,362817.0
1680,309213.88
1681,243742.3
1682,294418.97
1683,167406.8
1684,175548.6
1685,174205.72
1686,162961.2
1687,166328.97
1688,189395.03
1689,195260.84
1690,193489.66
1691,176365.31
1692,273628.72
1693,166667.17
1694,180453.53
1695,171063.55
1696,265342.38
1697,176722.56
1698,392726.56
1699,347237.38
1700,238996.2
1701,275772.2
1702,232377.0
1703,245988.52
1704,289485.9
1705,231191.53
1706,417255.06
1707,194664.39
1708,190913.98
1709,295006.7
1710,220133.31
1711,255197.7
1712,257349.64
1713,277038.0
1714,222845.88
1715,200238.77
1716,184480.05
1717,176703.38
1718,130720.664
1719,196836.98
1720,254709.72
1721,176277.36
1722,123077.98
1723,147904.58
1724,202870.78
1725,231472.8
1726,178837.97
1727,147131.38
1728,189423.58
1729,160188.73
1730,153295.34
1731,131852.39
1732,125935.78
1733,113823.52
1734,124713.36
1735,131018.21
1736,121434.98
1737,355254.94
1738,225974.08
1739,230628.23
1740,184556.42
1741,182092.38
1742,169002.72
1743,180695.14
1744,302244.6
1745,198851.3
1746,213531.31
1747,227464.44
1748,219736.47
1749,148073.23
1750,141435.9
1751,233205.75
1752,117569.35
1753,136987.67
1754,194542.45
1755,166576.9
1756,123994.09
1757,122749.65
1758,143624.98
1759,171015.27
1760,155480.58
1761,149152.48
1762,179804.19
1763,167006.72
1764,115605.63
1765,179471.67
1766,178539.05
1767,223266.22
1768,136867.8
1769,178449.52
1770,148406.03
1771,131736.12
1772,127549.52
1773,138008.89
1774,134909.28
1775,137206.4
1776,127750.62
1777,108467.914
1778,132985.78
1779,114295.51
1780,175705.2
1781,123660.36
1782,89517.74
1783,139894.3
1784,101883.63
1785,104818.95
1786,142092.16
1787,163874.47
1788,57583.254
1789,98329.414
1790,75386.67
1791,167665.16
1792,147132.36
1793,143398.61
1794,150421.98
1795,141693.9
1796,133020.28
1797,122141.836
1798,119710.77
1799,109077.86
1800,128353.91
1801,121417.836
1802,143167.81
1803,147773.73
1804,138773.98
1805,142698.36
1806,113641.96
1807,133983.3
1808,133041.1
1809,130236.62
1810,139384.64
1811,87899.16
1812,106542.13
1813,121071.88
1814,90772.18
1815,56751.15
1816,100661.32
1817,110527.945
1818,131390.2
1819,121756.31
1820,53585.582
1821,112846.88
1822,160521.36
1823,52655.785
1824,138436.53
1825,131479.83
1826,103019.16
1827,101677.37
1828,142297.75
1829,105401.95
1830,135857.36
1831,170090.6
1832,92812.734
1833,138795.97
1834,119083.49
1835,117381.15
1836,118797.65
1837,82569.76
1838,123449.56
1839,97965.31
1840,153122.94
1841,139174.66
1842,82715.48
1843,129442.4
1844,141167.22
1845,151828.34
1846,151928.12
1847,165653.48
1848,58231.03
1849,115583.02
1850,119942.41
1851,161178.36
1852,122594.52
1853,127081.81
1854,164374.23
1855,155062.55
1856,211288.88
1857,147890.19
1858,131580.55
1859,119180.85
1860,146355.25
1861,122983.53
1862,312568.6
1863,276900.4
1864,281834.72
1865,295138.1
1866,309549.03
1867,244373.52
1868,309123.38
1869,209496.3
1870,236882.95
1871,249122.05
1872,174646.7
1873,228630.58
1874,146439.3
1875,212509.66
1876,193720.81
1877,210276.34
1878,202335.95
1879,133852.78
1880,133173.11
1881,241260.83
1882,259940.81
1883,192439.98
1884,203567.31
1885,263989.47
1886,300562.5
1887,208025.05
1888,290301.75
1889,166575.95
1890,125152.766
1891,137155.92
1892,101687.08
1893,130721.664
1894,126887.2
1895,149884.28
1896,131361.39
1897,123312.96
1898,115163.38
1899,152997.55
1900,148090.03
1901,169433.78
1902,149570.7
1903,199258.69
1904,135482.27
1905,197684.67
1906,180038.4
1907,209242.72
1908,114641.12
1909,130768.79
1910,123100.984
1911,222569.34
1912,292095.47
1913,144751.31
1914,67868.1
1915,280414.34
1916,63968.367
1917,275769.28
1918,141637.3
1919,169939.16
1920,143345.56
1921,433275.38
1922,308002.2
1923,217972.2
1924,226917.8
1925,196723.06
1926,409768.44
1927,136043.27
1928,148495.78
1929,119332.46
1930,142403.62
1931,142035.12
1932,142585.72
1933,171491.02
1934,187877.62
1935,176433.11
1936,186886.53
1937,188320.88
1938,154855.22
1939,239931.83
1940,176868.08
1941,177047.48
1942,178801.12
1943,186664.95
1944,319888.22
1945,362386.1
1946,135164.53
1947,283081.62
1948,164255.94
1949,212091.34
1950,175297.98
1951,260469.62
1952,221254.9
1953,163840.88
1954,204164.97
1955,138524.61
1956,313788.7
1957,149993.38
1958,336095.62
1959,133561.92
1960,112347.234
1961,123333.19
1962,99148.07
1963,104226.45
1964,107751.36
1965,140779.61
1966,137370.73
1967,282647.06
1968,408702.6
1969,408737.28
1970,465810.75
1971,423274.5
1972,387937.97
1973,274306.72
1974,312663.12
1975,417540.06
1976,284718.6
1977,354537.78
1978,363502.4
1979,296584.16
1980,179808.47
1981,334571.8
1982,218723.52
1983,201422.03
1984,157245.08
1985,213876.12
1986,223188.53
1987,167026.14
1988,176136.7
1989,184364.31
1990,211260.45
1991,213975.3
1992,211159.56
1993,168927.31
1994,237907.61
1995,188641.38
1996,239581.1
1997,306659.56
1998,344544.7
1999,240176.34
2000,302436.3
2001,268500.6
2002,245263.53
2003,261032.86
2004,289737.8
2005,230004.62
2006,216842.22
2007,245806.78
2008,207286.39
2009,182280.55
2010,192842.69
2011,133984.58
2012,170674.25
2013,181618.39
2014,181625.16
2015,203589.45
2016,178952.11
2017,188598.03
2018,125624.87
2019,132761.36
2020,114324.18
2021,107822.91
2022,182275.84
2023,156439.02
2024,229130.89
2025,360898.28
2026,159853.6
2027,151904.8
2028,153373.28
2029,159161.61
2030,264374.7
2031,237985.0
2032,245331.84
2033,272754.88
2034,160913.4
2035,216168.69
2036,193785.84
2037,199724.8
2038,269777.03
2039,232529.28
2040,353433.53
2041,290505.3
2042,206565.1
2043,158620.81
2044,160710.06
2045,216060.08
2046,136038.08
2047,147078.22
2048,139286.6
2049,135185.67
2050,185434.3
2051,107768.22
2052,116241.2
2053,141784.34
2054,92335.03
2055,152472.88
2056,145342.94
2057,110657.69
2058,212218.81
2059,135531.77
2060,161639.06
2061,186903.81
2062,127521.664
2063,112902.64
2064,145029.33
2065,131604.27
2066,171174.69
2067,111685.875
2068,137163.77
2069,92286.0
2070,110175.83
2071,93401.26
2072,125262.26
2073,139900.69
2074,188330.94
2075,146381.77
2076,124060.22
2077,145993.08
2078,127328.57
2079,125993.56
2080,115757.54
2081,129852.15
2082,120577.1
2083,150215.12
2084,110780.695
2085,110573.92
2086,132153.12
2087,120372.586
2088,104122.13
2089,85860.6
2090,121958.98
2091,112841.49
2092,132692.39
2093,108750.06
2094,113192.22
2095,152680.8
2096,85878.78
2097,94393.7
2098,160321.55
2099,50835.07
2100,91982.42
2101,127816.42
2102,123738.58
2103,108893.375
2104,132563.48
2105,125547.98
2106,61563.383
2107,185783.02
2108,114517.76
2109,115733.25
2110,122055.44
2111,147824.06
2112,131016.82
2113,124094.4
2114,119983.6
2115,161000.6
2116,113751.48
2117,153219.34
2118,127691.3
2119,105140.83
2120,124046.016
2121,86175.03
2122,102611.46
2123,101925.13
2124,180431.33
2125,116784.11
2126,151968.84
2127,145861.98
2128,111262.336
2129,94867.69
2130,146850.89
2131,146944.61
2132,120796.92
2133,122069.89
2134,124651.52
2135,97581.24
2136,70846.79
2137,107026.375
2138,131093.45
2139,154238.69
2140,138962.31
2141,145337.67
2142,122569.14
2143,147441.67
2144,123821.81
2145,135124.31
2146,171069.25
2147,146523.11
2148,130878.836
2149,135724.88
2150,222277.25
2151,125027.516
2152,159851.47
2153,156500.05
2154,113221.48
2155,145819.84
2156,234623.4
2157,231118.77
2158,236692.81
2159,210122.61
